Customer ID,Age,Gender,Location,Product Purchased,Purchase Amount,Date of Purchase,Customer Rating,Customer Segment,Num Purchases Last Year,Total Spend Last Year,Preferred Payment Method,Acquisition Channel,Last Interaction Date,Last Interaction Type
218,66,Male,City_A,Product_4,588.28,2022-11-17,4,Silver,16,7821.71,Cash,Referral,2022-10-15,Feedback
219,69,Male,City_D,Product_4,653.4,2022-12-20,2,Silver,6,2736.12,Cash,Online Ad,2023-04-21,Inquiry
220,29,Male,City_A,Product_5,244.07,2023-06-08,1,Silver,16,7544.78,Cash,Online Ad,2022-11-08,Feedback
221,56,Male,City_D,Product_5,589.63,2023-04-04,3,Gold,13,4039.91,Cash,In-Store,2022-09-04,Feedback
222,19,Female,City_B,Product_5,62.78,2023-04-15,2,Gold,16,1869.63,Cash,In-Store,2022-10-30,Feedback
223,20,Male,City_C,Product_4,941.03,2023-07-07,1,Silver,2,939.9,Online Transfer,Referral,2023-03-14,Complaint
224,66,Female,City_B,Product_5,85.95,2023-02-16,5,Bronze,9,3986.51,Cash,Referral,2023-06-10,Feedback
225,54,Female,City_B,Product_5,960.25,2023-07-29,5,Bronze,13,3070.29,Cash,In-Store,2023-04-10,Feedback
226,66,Male,City_B,Product_4,970.54,2022-10-11,4,Bronze,9,2689.76,Credit Card,In-Store,2023-01-21,Feedback
227,34,Male,City_B,Product_4,550.45,2022-10-29,4,Gold,4,377.37,Credit Card,Referral,2022-10-25,Complaint
228,66,Female,City_E,Product_5,365.8,2023-04-13,4,Bronze,3,649.76,Online Transfer,In-Store,2023-02-21,Inquiry
229,19,Male,City_A,Product_5,225.7,2022-10-11,1,Gold,4,1646.8,Credit Card,In-Store,2023-05-10,Complaint
230,19,Male,City_C,Product_3,204.07,2023-04-18,4,Silver,13,6364.75,Cash,Referral,2022-11-02,Complaint
231,45,Female,City_C,Product_2,276.04,2023-08-05,3,Gold,18,4826.81,Credit Card,Referral,2022-09-07,Feedback
232,40,Female,City_B,Product_4,502.4,2023-07-03,3,Bronze,8,1420.61,Cash,Online Ad,2023-04-28,Inquiry
233,54,Female,City_C,Product_2,755.75,2022-08-11,5,Silver,6,2390.91,Credit Card,In-Store,2023-08-01,Feedback
234,49,Female,City_D,Product_4,428.79,2022-09-19,2,Silver,16,6952.84,Credit Card,Online Ad,2022-08-23,Inquiry
235,50,Female,City_C,Product_3,791.96,2023-07-09,1,Silver,12,4034.71,Online Transfer,Referral,2023-01-01,Inquiry
236,18,Male,City_B,Product_2,586.36,2023-04-13,2,Silver,13,3473.17,Cash,In-Store,2023-06-29,Inquiry
237,36,Female,City_C,Product_3,68.31,2023-07-05,4,Bronze,12,5424.79,Cash,Online Ad,2023-02-21,Complaint
238,19,Female,City_A,Product_1,175.2,2023-07-23,1,Silver,5,1771.4,Cash,Referral,2022-09-11,Feedback
239,61,Female,City_B,Product_2,593.64,2023-02-20,4,Gold,19,958.41,Cash,In-Store,2023-04-05,Complaint
240,43,Male,City_E,Product_2,203.11,2023-07-03,2,Silver,12,5848.26,Credit Card,Online Ad,2022-12-06,Feedback
241,49,Female,City_A,Product_2,627.9,2022-11-18,5,Gold,12,4453.7,Cash,Referral,2023-07-29,Feedback
242,23,Female,City_C,Product_1,473.02,2023-04-09,3,Silver,1,267.18,Online Transfer,Online Ad,2023-06-19,Feedback
243,49,Male,City_E,Product_1,705.58,2023-03-19,3,Bronze,11,625.57,Online Transfer,In-Store,2023-06-03,Feedback
244,21,Female,City_A,Product_3,326.87,2022-08-31,3,Silver,19,1338.36,Cash,Referral,2023-03-29,Feedback
245,28,Female,City_D,Product_1,830.54,2022-12-03,1,Gold,10,4856.0,Online Transfer,Online Ad,2023-05-14,Complaint
246,34,Female,City_A,Product_4,419.44,2023-04-21,4,Bronze,19,7757.11,Credit Card,Online Ad,2022-09-06,Inquiry
247,55,Male,City_E,Product_5,806.82,2022-11-05,3,Bronze,15,1403.96,Cash,Referral,2023-03-12,Feedback
248,41,Male,City_D,Product_2,68.4,2023-06-02,4,Bronze,17,6572.53,Cash,In-Store,2022-08-30,Inquiry
249,22,Female,City_C,Product_3,423.43,2022-10-20,3,Bronze,12,1532.77,Cash,Referral,2023-03-30,Inquiry
250,69,Female,City_B,Product_3,259.18,2022-10-17,2,Bronze,9,2021.7,Credit Card,Online Ad,2023-01-08,Feedback
251,51,Female,City_C,Product_3,471.5,2022-12-09,5,Gold,6,1666.64,Cash,Referral,2023-05-18,Feedback
252,23,Male,City_B,Product_3,949.47,2023-04-06,4,Silver,5,2284.18,Credit Card,Referral,2023-01-02,Feedback
253,39,Male,City_B,Product_2,201.01,2022-12-09,1,Gold,3,220.25,Online Transfer,Referral,2023-04-26,Inquiry
254,28,Male,City_E,Product_3,133.6,2023-01-12,3,Gold,11,1215.1,Credit Card,In-Store,2023-05-17,Feedback
255,65,Male,City_D,Product_2,105.57,2023-05-03,2,Silver,15,5960.89,Online Transfer,Referral,2023-02-04,Feedback
256,33,Male,City_D,Product_3,167.19,2023-06-21,3,Silver,8,3985.99,Credit Card,Referral,2023-06-20,Feedback
257,50,Male,City_A,Product_3,108.86,2023-06-20,5,Silver,11,4392.75,Cash,Referral,2023-03-14,Inquiry
258,26,Female,City_C,Product_5,700.5,2022-09-05,3,Bronze,15,5999.15,Online Transfer,Referral,2023-03-03,Complaint
259,23,Male,City_E,Product_4,161.53,2022-12-31,5,Bronze,2,577.01,Online Transfer,Online Ad,2022-11-04,Feedback
260,33,Female,City_C,Product_1,237.57,2023-02-08,4,Bronze,3,615.0,Credit Card,Referral,2022-08-19,Inquiry
261,46,Male,City_A,Product_1,663.25,2023-01-04,5,Bronze,10,1136.57,Cash,Referral,2022-11-01,Inquiry
262,20,Female,City_A,Product_1,473.85,2023-01-10,2,Silver,2,264.01,Online Transfer,Referral,2022-09-15,Feedback
263,37,Male,City_E,Product_4,101.93,2022-12-12,2,Silver,4,998.08,Cash,In-Store,2023-07-04,Feedback
264,53,Female,City_A,Product_2,972.14,2023-07-12,4,Silver,14,6770.71,Online Transfer,Online Ad,2023-06-30,Feedback
265,36,Female,City_E,Product_1,619.93,2022-08-29,1,Bronze,11,3555.69,Cash,In-Store,2023-05-21,Complaint
266,43,Female,City_A,Product_1,633.1,2022-09-08,2,Silver,1,439.79,Cash,Referral,2023-06-07,Inquiry
267,20,Male,City_D,Product_1,859.95,2022-09-12,4,Gold,19,3039.67,Online Transfer,Online Ad,2023-08-07,Inquiry
268,36,Male,City_E,Product_2,913.64,2023-06-19,4,Silver,16,3627.7,Online Transfer,Online Ad,2023-04-08,Inquiry
269,37,Male,City_D,Product_4,104.24,2023-07-08,2,Bronze,18,6824.21,Cash,In-Store,2023-07-06,Complaint
270,49,Female,City_D,Product_4,114.93,2023-01-14,4,Silver,9,726.91,Cash,Online Ad,2023-03-23,Feedback
271,24,Female,City_E,Product_2,787.72,2023-02-16,4,Gold,1,174.01,Cash,In-Store,2023-05-09,Complaint
272,69,Female,City_C,Product_5,711.04,2023-06-14,3,Silver,2,607.98,Cash,Online Ad,2023-06-11,Inquiry
273,58,Male,City_B,Product_3,255.97,2023-04-03,4,Bronze,17,6201.77,Online Transfer,In-Store,2022-12-20,Complaint
274,50,Male,City_A,Product_2,355.17,2023-05-02,2,Bronze,18,4430.23,Credit Card,Referral,2023-02-17,Complaint
275,57,Female,City_A,Product_3,630.49,2023-05-03,2,Gold,14,6159.24,Cash,In-Store,2023-06-07,Feedback
276,56,Male,City_C,Product_4,799.54,2022-11-07,2,Gold,11,3442.75,Credit Card,Online Ad,2022-11-25,Feedback
277,35,Male,City_B,Product_3,623.0,2022-12-22,3,Bronze,17,5832.03,Online Transfer,Referral,2022-11-08,Complaint
278,57,Male,City_C,Product_1,802.37,2023-05-29,2,Gold,16,2748.27,Credit Card,Referral,2022-12-13,Complaint
279,18,Male,City_B,Product_3,267.19,2023-01-04,4,Gold,8,1580.22,Credit Card,In-Store,2022-11-20,Complaint
280,28,Female,City_E,Product_3,364.56,2023-05-07,5,Silver,10,682.2,Online Transfer,Referral,2023-06-07,Inquiry
281,45,Male,City_E,Product_4,146.54,2023-03-19,3,Gold,1,83.76,Online Transfer,Online Ad,2022-12-05,Complaint
282,42,Male,City_D,Product_5,985.57,2022-12-15,5,Bronze,11,5320.41,Cash,In-Store,2022-08-31,Feedback
283,67,Female,City_D,Product_3,818.54,2023-04-03,1,Gold,16,4763.89,Cash,Online Ad,2022-09-28,Inquiry
284,40,Female,City_E,Product_4,730.0,2023-07-01,5,Gold,15,1571.42,Credit Card,Online Ad,2023-03-19,Complaint
285,48,Male,City_D,Product_1,235.07,2022-12-25,4,Gold,15,2851.83,Credit Card,Online Ad,2023-06-27,Feedback
286,47,Male,City_E,Product_3,713.75,2022-10-31,3,Gold,16,5366.92,Credit Card,Online Ad,2023-02-07,Inquiry
287,59,Male,City_C,Product_3,869.29,2023-06-19,2,Gold,5,2181.36,Online Transfer,Online Ad,2023-06-22,Inquiry
288,52,Male,City_A,Product_1,819.83,2023-07-14,2,Gold,19,1512.66,Credit Card,Referral,2023-02-09,Feedback
289,24,Female,City_E,Product_2,766.95,2022-09-09,5,Bronze,12,3051.13,Cash,Online Ad,2023-05-10,Complaint
290,33,Female,City_E,Product_5,417.8,2022-11-05,5,Silver,4,323.41,Cash,Referral,2023-01-22,Complaint
291,43,Female,City_E,Product_1,778.62,2023-08-01,5,Bronze,4,1031.89,Online Transfer,In-Store,2023-05-04,Complaint
292,65,Male,City_D,Product_1,510.34,2023-06-22,4,Silver,1,374.91,Online Transfer,Referral,2022-11-02,Feedback
293,69,Male,City_D,Product_1,434.3,2023-04-09,2,Silver,3,1194.33,Credit Card,In-Store,2023-04-02,Feedback
294,66,Female,City_D,Product_2,966.54,2023-05-15,1,Bronze,4,694.04,Cash,In-Store,2023-07-30,Inquiry
295,19,Male,City_D,Product_1,189.34,2023-01-12,4,Gold,13,2213.67,Online Transfer,Referral,2022-09-25,Complaint
296,18,Female,City_C,Product_2,871.48,2022-12-03,2,Bronze,19,9398.18,Credit Card,In-Store,2023-06-25,Inquiry
297,65,Female,City_E,Product_5,356.0,2022-12-05,2,Gold,6,614.66,Credit Card,Referral,2023-07-07,Feedback
298,29,Female,City_C,Product_2,540.59,2023-04-21,2,Silver,16,5446.62,Credit Card,Referral,2023-05-17,Feedback
299,22,Female,City_D,Product_5,394.79,2023-01-15,2,Silver,11,4195.4,Credit Card,In-Store,2023-05-26,Inquiry
300,54,Female,City_C,Product_5,528.04,2023-07-09,3,Silver,2,796.1,Online Transfer,In-Store,2023-02-14,Inquiry
301,49,Female,City_E,Product_5,827.48,2023-05-16,2,Gold,14,4896.24,Cash,In-Store,2023-05-18,Feedback
302,26,Female,City_E,Product_4,223.86,2023-01-26,5,Gold,8,1895.07,Cash,Online Ad,2022-11-14,Feedback
303,58,Male,City_D,Product_5,767.05,2023-08-07,2,Silver,15,1548.77,Online Transfer,Referral,2022-08-20,Complaint
304,52,Female,City_E,Product_2,473.59,2023-01-21,1,Silver,10,3071.49,Credit Card,Referral,2022-11-08,Inquiry
305,36,Female,City_C,Product_4,938.2,2023-03-26,3,Bronze,14,4411.97,Credit Card,Online Ad,2023-05-01,Inquiry
306,65,Male,City_B,Product_1,569.64,2022-12-19,1,Gold,12,4123.22,Cash,In-Store,2022-12-06,Inquiry
307,33,Female,City_E,Product_1,89.31,2023-03-15,1,Silver,19,8880.01,Online Transfer,Online Ad,2022-09-19,Inquiry
308,20,Male,City_C,Product_3,914.7,2023-01-04,1,Silver,14,3465.85,Online Transfer,Referral,2023-02-10,Complaint
309,37,Female,City_C,Product_5,928.27,2022-08-17,4,Bronze,2,962.72,Online Transfer,In-Store,2023-07-24,Complaint
310,41,Male,City_C,Product_3,220.93,2022-10-28,2,Bronze,1,146.7,Online Transfer,In-Store,2023-02-15,Complaint
311,50,Male,City_E,Product_5,974.03,2022-09-04,2,Gold,1,164.56,Cash,Online Ad,2023-01-21,Feedback
312,41,Male,City_B,Product_5,473.51,2022-12-02,1,Bronze,12,1281.76,Credit Card,Referral,2022-12-30,Inquiry
313,69,Female,City_D,Product_2,918.7,2023-05-21,2,Gold,13,1089.46,Credit Card,Online Ad,2023-06-16,Complaint
314,28,Male,City_D,Product_2,395.87,2023-05-03,4,Silver,15,3881.69,Cash,In-Store,2022-11-19,Inquiry
315,66,Female,City_E,Product_1,71.55,2023-03-10,2,Silver,2,671.07,Cash,Referral,2023-01-14,Feedback
316,25,Female,City_E,Product_4,805.27,2023-04-19,2,Silver,3,680.34,Online Transfer,Referral,2023-04-22,Feedback
317,53,Female,City_A,Product_1,891.52,2023-07-10,1,Bronze,5,1492.02,Online Transfer,In-Store,2023-05-15,Inquiry
318,55,Female,City_B,Product_5,204.67,2022-10-16,3,Silver,16,3690.16,Cash,Online Ad,2023-05-03,Feedback
319,57,Female,City_C,Product_4,576.28,2022-11-04,3,Gold,15,1053.03,Cash,Online Ad,2022-09-25,Inquiry
320,37,Female,City_C,Product_3,839.98,2023-07-08,2,Silver,16,2054.04,Cash,Online Ad,2022-09-16,Inquiry
321,52,Female,City_D,Product_5,488.47,2023-03-01,1,Gold,17,2900.06,Online Transfer,Referral,2022-12-04,Feedback
322,65,Male,City_E,Product_2,798.95,2023-07-10,3,Bronze,5,1678.45,Credit Card,In-Store,2022-10-12,Feedback
323,42,Female,City_B,Product_1,656.19,2023-07-14,3,Bronze,5,2196.35,Cash,In-Store,2022-08-16,Complaint
324,52,Female,City_D,Product_1,734.69,2022-10-13,5,Bronze,3,395.54,Cash,In-Store,2023-07-05,Inquiry
325,42,Male,City_B,Product_3,922.88,2022-12-07,3,Bronze,2,303.59,Cash,Referral,2023-04-14,Complaint
326,46,Female,City_E,Product_1,445.98,2022-11-24,4,Bronze,18,6692.57,Credit Card,Referral,2022-09-06,Complaint
327,35,Male,City_C,Product_1,782.43,2022-11-10,5,Gold,1,480.24,Online Transfer,Referral,2022-11-28,Inquiry
328,63,Male,City_A,Product_4,727.05,2023-05-20,1,Bronze,2,417.7,Online Transfer,Referral,2022-10-27,Complaint
329,35,Female,City_B,Product_5,467.04,2023-07-10,5,Silver,10,1940.86,Credit Card,Online Ad,2022-12-17,Inquiry
330,19,Female,City_C,Product_4,412.12,2022-11-21,3,Silver,18,3826.47,Credit Card,Referral,2023-01-22,Feedback
331,52,Male,City_B,Product_4,887.29,2023-06-28,5,Gold,13,1644.79,Cash,Online Ad,2023-02-25,Inquiry
332,33,Female,City_B,Product_1,244.5,2023-05-05,1,Bronze,7,1900.53,Credit Card,Referral,2022-09-14,Inquiry
333,58,Male,City_B,Product_5,352.58,2023-07-04,2,Bronze,2,589.13,Credit Card,Referral,2023-02-01,Feedback
334,53,Male,City_E,Product_1,975.76,2022-10-08,4,Bronze,11,1328.44,Credit Card,Online Ad,2023-04-29,Complaint
335,50,Female,City_D,Product_1,313.5,2023-07-05,2,Bronze,15,2261.11,Cash,Online Ad,2023-07-18,Feedback
336,21,Male,City_B,Product_4,878.85,2022-08-28,1,Gold,5,704.63,Online Transfer,Referral,2023-07-21,Feedback
337,50,Female,City_E,Product_2,402.86,2023-04-10,2,Gold,17,5484.19,Cash,Online Ad,2022-12-20,Inquiry
338,31,Female,City_A,Product_2,573.64,2023-01-14,4,Bronze,4,1480.8,Cash,Online Ad,2023-05-04,Complaint
339,38,Male,City_D,Product_4,428.43,2023-06-08,1,Gold,15,2812.92,Cash,Online Ad,2023-08-07,Inquiry
340,65,Male,City_E,Product_4,260.24,2022-10-21,2,Bronze,8,3155.41,Credit Card,In-Store,2022-10-20,Complaint
341,37,Female,City_A,Product_1,706.55,2023-04-04,4,Bronze,13,5968.64,Cash,Online Ad,2023-02-08,Complaint
342,25,Female,City_D,Product_5,968.28,2022-10-16,5,Silver,2,566.47,Online Transfer,In-Store,2023-07-31,Inquiry
343,24,Female,City_E,Product_1,898.17,2022-10-08,2,Gold,4,1837.43,Online Transfer,Referral,2022-09-02,Feedback
344,20,Male,City_A,Product_1,986.01,2023-07-19,5,Silver,12,3982.22,Online Transfer,Online Ad,2023-01-30,Inquiry
345,34,Female,City_E,Product_3,706.57,2022-09-25,3,Silver,12,1655.9,Cash,In-Store,2022-09-10,Complaint
346,50,Male,City_A,Product_1,82.75,2023-06-28,5,Gold,16,2649.41,Online Transfer,In-Store,2023-02-16,Complaint
347,65,Male,City_B,Product_5,576.37,2023-01-06,5,Silver,13,4102.72,Credit Card,In-Store,2023-01-08,Complaint
348,29,Male,City_B,Product_1,641.39,2022-09-06,3,Silver,17,2572.2,Cash,In-Store,2023-08-05,Complaint
349,68,Female,City_D,Product_4,164.14,2022-10-14,1,Silver,16,826.76,Cash,Online Ad,2023-02-28,Inquiry
350,39,Male,City_A,Product_5,837.01,2022-10-23,3,Bronze,3,500.92,Online Transfer,Referral,2022-12-14,Inquiry
351,39,Female,City_B,Product_4,743.58,2022-11-14,5,Silver,1,73.16,Cash,Referral,2023-06-26,Feedback
352,63,Male,City_D,Product_3,476.01,2023-02-28,1,Bronze,15,6809.46,Online Transfer,Online Ad,2023-06-01,Inquiry
353,47,Female,City_C,Product_3,327.4,2023-03-28,2,Gold,11,3949.18,Cash,Referral,2023-06-20,Complaint
354,55,Female,City_B,Product_5,260.72,2023-04-26,4,Bronze,13,822.43,Cash,Referral,2022-10-08,Inquiry
355,55,Male,City_B,Product_2,966.22,2022-08-31,1,Bronze,4,287.11,Credit Card,In-Store,2022-11-15,Feedback
356,62,Female,City_E,Product_2,811.97,2023-03-01,5,Bronze,8,503.7,Cash,In-Store,2022-10-25,Feedback
357,68,Male,City_C,Product_5,708.72,2023-04-08,2,Silver,19,7762.17,Cash,Online Ad,2023-06-10,Inquiry
358,25,Male,City_A,Product_5,950.96,2023-03-26,1,Gold,18,7266.02,Cash,Online Ad,2022-10-09,Complaint
359,44,Male,City_D,Product_4,243.33,2023-01-18,4,Silver,13,4965.73,Credit Card,Referral,2023-05-31,Inquiry
360,44,Male,City_C,Product_3,864.73,2023-06-02,5,Silver,3,352.98,Online Transfer,Online Ad,2022-12-09,Complaint
361,51,Male,City_A,Product_5,604.27,2022-08-30,3,Bronze,3,1481.96,Cash,Referral,2022-11-28,Complaint
362,38,Male,City_B,Product_1,936.4,2022-09-12,4,Silver,3,1291.33,Cash,Online Ad,2022-10-29,Inquiry
363,47,Male,City_D,Product_4,677.58,2023-03-08,4,Bronze,11,3732.23,Online Transfer,Online Ad,2022-10-30,Inquiry
364,50,Female,City_D,Product_3,754.46,2022-12-17,4,Gold,5,1780.14,Credit Card,Referral,2023-02-15,Complaint
365,45,Male,City_C,Product_4,261.14,2023-02-28,4,Gold,12,2673.02,Credit Card,Referral,2023-06-08,Inquiry
366,64,Male,City_E,Product_3,377.75,2023-07-02,2,Bronze,16,4908.42,Online Transfer,In-Store,2022-09-23,Feedback
367,50,Female,City_A,Product_1,337.19,2023-08-04,1,Gold,12,2461.71,Cash,Referral,2023-07-23,Complaint
368,22,Female,City_C,Product_3,709.44,2022-12-17,4,Silver,8,2971.74,Online Transfer,Referral,2022-09-16,Complaint
369,65,Male,City_E,Product_4,440.61,2022-09-24,4,Silver,15,3016.85,Credit Card,In-Store,2023-02-27,Complaint
370,36,Male,City_E,Product_3,866.98,2022-10-24,5,Bronze,1,477.83,Online Transfer,Online Ad,2023-04-05,Feedback
371,21,Male,City_E,Product_4,251.95,2023-06-18,3,Gold,6,2912.97,Cash,Online Ad,2023-03-02,Inquiry
372,52,Female,City_D,Product_5,805.88,2023-07-02,5,Silver,7,1147.14,Credit Card,Referral,2022-11-07,Inquiry
373,66,Male,City_A,Product_1,822.58,2022-11-06,1,Silver,11,4626.14,Online Transfer,Referral,2023-01-03,Complaint
374,34,Female,City_A,Product_4,646.48,2023-04-21,2,Gold,1,95.56,Credit Card,In-Store,2023-03-11,Inquiry
375,61,Male,City_C,Product_2,190.89,2022-11-22,3,Silver,7,1158.46,Credit Card,In-Store,2023-07-20,Complaint
376,45,Male,City_B,Product_2,360.38,2023-03-26,5,Gold,14,2360.54,Online Transfer,Referral,2023-06-15,Inquiry
377,47,Female,City_C,Product_3,427.85,2023-06-02,5,Silver,2,660.55,Cash,Online Ad,2023-07-11,Feedback
378,46,Male,City_A,Product_5,492.18,2023-02-11,2,Gold,12,5559.55,Cash,Referral,2023-03-08,Feedback
379,63,Male,City_D,Product_5,749.93,2023-07-04,2,Bronze,1,183.57,Online Transfer,Referral,2022-09-02,Inquiry
380,23,Male,City_C,Product_2,371.45,2023-04-05,3,Silver,4,965.44,Online Transfer,Referral,2023-05-30,Complaint
381,52,Female,City_B,Product_3,67.31,2023-01-31,4,Silver,2,451.02,Online Transfer,Referral,2022-08-17,Complaint
382,58,Male,City_C,Product_5,872.77,2023-03-16,2,Gold,4,884.61,Credit Card,In-Store,2023-03-29,Feedback
383,54,Male,City_E,Product_5,460.71,2023-05-20,5,Bronze,12,3711.94,Online Transfer,Online Ad,2023-01-26,Complaint
384,41,Female,City_B,Product_3,318.74,2022-12-27,5,Silver,7,2470.78,Credit Card,Online Ad,2023-05-22,Feedback
385,46,Female,City_E,Product_4,828.23,2022-11-03,4,Gold,8,1832.58,Cash,Referral,2023-03-18,Complaint
386,66,Male,City_D,Product_2,884.9,2022-08-13,4,Bronze,5,2064.7,Cash,Online Ad,2023-02-15,Feedback
387,63,Male,City_A,Product_5,744.49,2023-03-07,2,Gold,13,4089.71,Credit Card,In-Store,2023-01-10,Complaint
388,48,Female,City_C,Product_4,386.6,2022-09-29,4,Gold,3,516.85,Credit Card,Online Ad,2023-07-01,Inquiry
389,52,Male,City_C,Product_4,269.53,2022-09-08,5,Bronze,13,2823.78,Online Transfer,Online Ad,2022-11-10,Inquiry
390,50,Male,City_E,Product_4,727.16,2022-11-11,2,Gold,2,967.34,Cash,In-Store,2023-02-03,Inquiry
391,69,Female,City_E,Product_4,104.59,2023-08-04,3,Silver,19,6102.01,Online Transfer,Online Ad,2023-07-01,Feedback
392,38,Male,City_A,Product_1,421.5,2022-09-01,1,Silver,6,1651.98,Credit Card,In-Store,2022-11-26,Complaint
393,49,Male,City_C,Product_1,770.87,2022-10-29,2,Bronze,3,483.56,Credit Card,Referral,2023-03-04,Complaint
394,40,Female,City_A,Product_3,605.82,2023-03-08,3,Silver,13,3768.44,Online Transfer,In-Store,2023-03-08,Feedback
395,50,Male,City_E,Product_2,747.16,2022-09-03,5,Bronze,18,1560.73,Online Transfer,In-Store,2023-01-12,Inquiry
396,20,Male,City_E,Product_3,594.27,2023-06-16,2,Gold,8,1840.34,Credit Card,Online Ad,2023-07-28,Inquiry
397,35,Male,City_B,Product_1,277.7,2023-06-01,2,Bronze,11,4838.9,Online Transfer,Referral,2023-07-26,Feedback
398,42,Female,City_E,Product_3,509.05,2023-03-26,2,Silver,13,3176.67,Credit Card,Referral,2023-03-16,Complaint
399,59,Male,City_E,Product_3,784.41,2023-06-10,4,Silver,10,4288.45,Credit Card,Online Ad,2023-02-22,Complaint
400,48,Female,City_A,Product_4,268.87,2023-06-15,4,Bronze,13,884.06,Online Transfer,In-Store,2023-05-06,Feedback
401,20,Female,City_B,Product_5,964.87,2022-10-29,5,Silver,12,1348.18,Credit Card,Online Ad,2022-08-09,Inquiry
402,57,Male,City_B,Product_1,242.72,2023-05-21,3,Bronze,4,1520.38,Cash,In-Store,2023-06-22,Complaint
403,63,Female,City_C,Product_1,63.5,2023-03-22,2,Silver,17,6544.62,Cash,Online Ad,2023-05-30,Inquiry
404,41,Male,City_D,Product_3,789.17,2023-03-17,1,Bronze,5,1703.36,Online Transfer,Online Ad,2022-11-13,Complaint
405,67,Male,City_C,Product_5,931.98,2022-10-03,1,Silver,18,8362.67,Online Transfer,Referral,2022-10-04,Complaint
406,49,Male,City_C,Product_3,284.31,2023-04-23,1,Silver,2,575.1,Online Transfer,Online Ad,2022-10-06,Feedback
407,64,Female,City_C,Product_2,197.3,2023-02-14,4,Bronze,18,6786.07,Cash,Referral,2023-06-18,Inquiry
408,39,Male,City_B,Product_1,262.73,2023-04-26,5,Silver,1,172.24,Credit Card,Referral,2023-02-04,Inquiry
409,40,Male,City_A,Product_4,646.47,2022-08-22,2,Silver,11,3590.49,Credit Card,Referral,2023-06-11,Complaint
410,19,Male,City_E,Product_4,600.07,2022-09-18,5,Gold,5,1990.34,Credit Card,In-Store,2023-06-21,Feedback
411,44,Female,City_B,Product_4,640.28,2023-03-26,4,Gold,12,4366.87,Online Transfer,Online Ad,2023-03-26,Inquiry
412,59,Female,City_E,Product_1,57.35,2022-11-23,2,Gold,16,6623.88,Cash,Referral,2023-02-19,Inquiry
413,19,Male,City_E,Product_1,199.14,2022-12-01,2,Bronze,18,4165.05,Online Transfer,Online Ad,2023-02-27,Inquiry
414,43,Male,City_D,Product_4,281.08,2023-04-02,5,Bronze,15,2658.03,Cash,Referral,2023-06-06,Inquiry
415,34,Male,City_C,Product_1,712.23,2023-07-13,1,Silver,11,1913.97,Online Transfer,Referral,2023-05-07,Feedback
416,57,Male,City_D,Product_4,628.31,2023-06-22,1,Silver,13,5353.34,Credit Card,Referral,2022-10-17,Inquiry
417,50,Female,City_C,Product_2,642.71,2022-09-18,3,Gold,2,868.68,Cash,Referral,2023-04-22,Complaint
418,26,Female,City_B,Product_2,592.18,2023-01-04,3,Silver,1,143.72,Online Transfer,Online Ad,2022-10-14,Complaint
419,60,Female,City_E,Product_2,757.29,2023-03-20,5,Bronze,3,652.06,Credit Card,In-Store,2023-06-29,Complaint
420,65,Female,City_D,Product_3,944.61,2023-07-17,2,Bronze,13,6034.72,Credit Card,Online Ad,2023-04-12,Feedback
